72456us
-6299.58	2913.57
100000
-6291.25	2903.68	12.93
-6323.38	2887.49	35.31
-6243.65	2923.44	56.79
-6328.14	2966.48	60.13
-6265.07	2972.75	68.51
-6344.80	2966.07	69.29
-6268.64	2978.78	72.18
-6244.85	2863.36	74.27
-6243.66	2853.16	82.32
-6348.38	2838.42	89.60
-6275.78	3003.67	93.19
-6336.48	2818.59	101.90
-6301.96	3035.25	121.70
-6223.43	2812.95	126.19
-6215.09	3008.43	127.03
-6253.17	3035.73	130.68
-6167.49	2927.39	132.81
-6217.47	3038.07	149.14
-6376.92	3043.64	151.33
-6454.28	2872.71	160.00
-6177.01	3023.08	164.37
-6370.97	3063.23	165.82
-6224.60	3066.71	170.51
-6141.32	2846.04	172.07
-6296.02	2738.49	175.12
-6312.68	2738.24	175.82
-6481.65	2847.17	193.80
-6336.48	2721.55	195.53
-6105.62	2878.27	197.15
-6234.14	2726.79	197.91
-6487.60	2832.59	204.72
-6495.93	2846.39	207.52
-6501.88	2965.64	208.89
-6155.59	3067.84	211.03
-6262.68	3121.40	211.08
-6340.03	3122.96	213.26
-6140.13	2771.35	213.66
-6105.61	3005.22	214.53
-6080.63	2865.98	224.06
-6273.39	3141.99	229.92
-6531.63	2881.15	234.30
-6517.34	3001.52	234.85
-6066.34	2951.28	236.27
-6424.52	3117.17	238.88
-6528.06	2841.47	239.59
-6113.96	2756.68	243.04
-6299.60	2670.17	243.40
-6086.58	2792.70	244.91
-6306.71	3161.04	247.57
-6350.74	3157.17	248.91
-6102.04	3069.16	251.46
-6510.20	3060.06	256.55
-6331.73	2654.13	261.42
-6554.23	2976.82	262.39
-6487.59	3097.44	262.97
-6487.59	3106.99	269.74
-6518.53	3071.20	269.79
-6127.02	3121.83	270.46
-6217.46	3175.03	274.05
-6244.86	2644.22	274.85
-6411.46	2661.38	275.89
-6564.94	2999.45	278.91
-6445.94	3151.61	279.44
-6420.95	3170.00	283.70
-6451.89	3156.44	286.68
-6485.21	3135.89	289.63
-6088.97	2712.61	291.10
-6579.23	2828.21	292.39
-6588.75	2868.80	292.62
-6205.59	2636.31	292.76
-6585.18	2846.18	293.44
-6574.46	3029.24	298.23
-6029.46	2780.16	301.27
-6262.71	2614.25	301.58
-6460.25	2657.93	301.94
-6005.65	2988.91	303.43
-6148.47	2650.22	303.62
-6019.93	3035.87	305.22
-6033.02	3064.34	306.24
-6543.52	3101.81	308.12
-6067.55	2699.30	315.83
-6159.18	2624.48	321.38
-5973.53	2928.40	326.39
-6541.16	2689.15	329.74
-6096.11	2652.98	330.62
-6281.75	2583.37	330.68
-6048.48	3129.48	331.16
-6084.18	3165.65	331.57
-6605.40	3056.54	337.59
-5973.53	2820.87	338.97
-6638.73	2902.31	339.34
-6642.30	2937.30	343.54
-6261.48	3255.36	343.91
-6401.90	3247.21	348.98
-5956.87	2846.64	349.18
-6285.32	2564.35	349.51
-6463.82	2603.06	351.27
-6607.80	2742.44	352.54
-5949.73	2858.22	354.20
-6301.98	2558.31	355.27
-5950.91	2999.43	359.09
-6651.82	2842.34	359.37
-5971.14	3069.07	363.39
-6349.58	2551.38	365.63
-6474.53	2587.96	369.63
-6162.71	3256.93	369.63
-6003.26	3137.87	371.64
-6413.84	2558.13	373.35
-6669.67	2849.94	375.52
-6549.46	3199.30	379.58
-6679.19	2909.16	379.64
-6668.48	2802.33	385.31
