47402us
-6299.58	2913.57
100000
-6291.25	2903.68	
-6323.38	2887.49	
-6243.65	2923.44	
-6328.14	2966.48	
-6265.07	2972.75	
-6344.80	2966.07	
-6268.64	2978.78	
-6244.85	2863.36	
-6243.66	2853.16	
-6348.38	2838.42	
-6275.78	3003.67	
-6336.48	2818.59	
-6301.96	3035.25	
-6223.43	2812.95	
-6215.09	3008.43	
-6253.17	3035.73	
-6167.49	2927.39	
-6217.47	3038.07	
-6376.92	3043.64	
-6454.28	2872.71	
-6177.01	3023.08	
-6370.97	3063.23	
-6224.60	3066.71	
-6141.32	2846.04	
-6296.02	2738.49	
-6312.68	2738.24	
-6481.65	2847.17	
-6336.48	2721.55	
-6105.62	2878.27	
-6234.14	2726.79	
-6487.60	2832.59	
-6495.93	2846.39	
-6501.88	2965.64	
-6155.59	3067.84	
-6262.68	3121.40	
-6340.03	3122.96	
-6140.13	2771.35	
-6105.61	3005.22	
-6080.63	2865.98	
-6273.39	3141.99	
-6531.63	2881.15	
-6517.34	3001.52	
-6066.34	2951.28	
-6424.52	3117.17	
-6528.06	2841.47	
-6113.96	2756.68	
-6299.60	2670.17	
-6086.58	2792.70	
-6306.71	3161.04	
-6350.74	3157.17	
-6102.04	3069.16	
-6510.20	3060.06	
-6331.73	2654.13	
-6554.23	2976.82	
-6487.59	3097.44	
-6487.59	3106.99	
-6518.53	3071.20	
-6127.02	3121.83	
-6217.46	3175.03	
-6244.86	2644.22	
-6411.46	2661.38	
-6564.94	2999.45	
-6445.94	3151.61	
-6420.95	3170.00	
-6451.89	3156.44	
-6485.21	3135.89	
-6088.97	2712.61	
-6579.23	2828.21	
-6588.75	2868.80	
-6205.59	2636.31	
-6585.18	2846.18	
-6574.46	3029.24	
-6029.46	2780.16	
-6262.71	2614.25	
-6460.25	2657.93	
-6005.65	2988.91	
-6148.47	2650.22	
-6019.93	3035.87	
-6033.02	3064.34	
-6543.52	3101.81	
-6067.55	2699.30	
-6159.18	2624.48	
-5973.53	2928.40	
-6541.16	2689.15	
-6096.11	2652.98	
-6281.75	2583.37	
-6048.48	3129.48	
-6084.18	3165.65	
-6605.40	3056.54	
-5973.53	2820.87	
-6638.73	2902.31	
-6642.30	2937.30	
-6261.48	3255.36	
-6401.90	3247.21	
-5956.87	2846.64	
-6285.32	2564.35	
-6463.82	2603.06	
-6607.80	2742.44	
-5949.73	2858.22	
-6301.98	2558.31	
-5950.91	2999.43	
-6651.82	2842.34	
-5971.14	3069.07	
-6349.58	2551.38	
-6474.53	2587.96	
-6162.71	3256.93	
-6003.26	3137.87	
-6413.84	2558.13	
-6669.67	2849.94	
-6549.46	3199.30	
-6679.19	2909.16	
-6668.48	2802.33	
-6185.32	3282.32	
-5923.54	3007.12	
-6388.81	3290.75	
-6398.37	2535.24	
-6520.94	2584.14	
-5950.91	3104.46	
-5917.59	3028.28	
-5941.39	3099.09	
-6568.50	3216.32	
-6186.56	2520.21	
-5979.46	3169.74	
-6174.66	2522.77	
-6664.90	3101.37	
-6149.67	2528.00	
-6620.89	2652.41	
-6617.32	2646.07	
-6532.84	2567.19	
-6135.39	2527.06	
-6639.90	3170.79	
-6673.25	2706.48	
-6043.76	2570.58	
-6269.86	2484.96	
-6574.45	3249.94	
-6670.84	3139.54	
-6454.30	2507.37	
-6729.16	2981.80	
-6732.74	2870.59	
-5936.62	3154.08	
-6568.54	2570.64	
-6692.29	2724.44	
-5947.36	2651.71	
-6719.64	3041.39	
-5878.34	2781.03	
-6562.59	2556.73	
-6648.26	2635.33	
-5862.85	3016.89	
-6724.42	2761.46	
-5850.96	2970.14	
-6695.83	3133.83	
-5848.58	2862.71	
-5879.53	2741.30	
-6699.40	3133.91	
-6686.31	3156.48	
-6479.24	3339.40	
-6268.62	3375.58	
-6312.64	3379.06	
-6768.44	2862.15	
-6770.82	2885.05	
-6290.09	2439.24	
-6773.19	2943.18	
-6204.41	2447.51	
-6741.08	2735.85	
-6210.36	2445.92	
-5835.50	2803.09	
-6324.60	2433.12	
-5828.34	3016.75	
-5817.64	2950.61	
-6739.89	2704.36	
-5940.23	2575.63	
-5815.25	3012.86	
-5952.09	3269.00	
-6722.01	3182.16	
-5877.12	3183.75	
-6551.88	2479.95	
-6405.52	2422.55	
-6404.27	3405.04	
-6604.19	3317.60	
-6330.55	2407.58	
-5845.00	3138.74	
-6536.36	3365.87	
-6285.27	3424.47	
-5934.24	3272.36	
-5958.04	3295.59	
-6275.75	3428.02	
-6562.59	2469.70	
-6474.48	3399.56	
-6038.95	3360.46	
-6093.74	2437.54	
-5806.94	2750.33	
-6108.02	2430.66	
-6755.33	3163.02	
-5858.12	2638.30	
-6579.20	3353.20	
-6048.52	2455.95	
-6799.37	3071.33	
-5953.32	2518.64	
-6561.41	2457.94	
-6144.86	3415.88	
-5809.32	2723.78	
-6426.88	3423.70	
-6290.09	2386.33	
-6752.98	2641.73	
-6820.79	3004.03	
-6701.82	2569.68	
-5865.22	3217.92	
-6825.56	2833.68	
-6018.77	2460.92	
-6643.51	2506.41	
-5874.78	2590.77	
-6710.15	2570.81	
-6021.10	3370.71	
-6462.58	3424.02	
-5960.46	2496.57	
-5866.45	2595.28	
-6731.56	2590.85	
-6172.22	3438.24	
-5986.59	3354.45	
-6805.34	2710.51	
-5777.19	2750.93	
-6626.85	2474.57	
-6775.56	3186.32	
-6814.86	2723.09	
-6817.21	3108.51	
-6787.46	3182.04	
-5773.60	3102.25	
-5950.94	2474.44	
-6776.78	2618.46	
-6582.77	3398.05	
-6749.42	2577.79	
-6392.37	3467.39	
-5739.11	2849.01	
-6645.84	3362.35	
-5731.96	2872.17	
-6732.71	3284.14	
-6217.44	3479.94	
-6866.02	2814.38	
-6768.42	3247.36	
-5729.58	3008.30	
